Class,m/z_300.0,m/z_310.0,m/z_320.0,m/z_330.0,m/z_340.0,m/z_350.0,m/z_360.0,m/z_370.0,m/z_380.0,m/z_390.0,m/z_400.0,m/z_410.0,m/z_420.0,m/z_430.0,m/z_440.0,m/z_450.0,m/z_460.0,m/z_470.0,m/z_480.0,m/z_490.0,m/z_500.0,m/z_510.0,m/z_520.0,m/z_530.0,m/z_540.0,m/z_550.0,m/z_560.0,m/z_570.0,m/z_580.0,m/z_590.0,m/z_600.0,m/z_610.0,m/z_620.0,m/z_630.0,m/z_640.0,m/z_650.0,m/z_660.0,m/z_670.0,m/z_680.0,m/z_690.0,m/z_700.0,m/z_710.0,m/z_720.0,m/z_730.0,m/z_740.0,m/z_750.0,m/z_760.0,m/z_770.0,m/z_780.0,m/z_790.0,m/z_800.0,m/z_810.0,m/z_820.0,m/z_830.0,m/z_840.0,m/z_850.0,m/z_860.0,m/z_870.0,m/z_880.0,m/z_890.0,m/z_900.0,m/z_910.0,m/z_920.0,m/z_930.0,m/z_940.0,m/z_950.0,m/z_960.0,m/z_970.0,m/z_980.0,m/z_990.0,m/z_1000.0
Aggressive,783.0297460059875,837.853104491554,687.1624067545176,815.9955345335952,703.3380295051072,846.8006499106147,748.6849112354178,811.21671129401,799.1744925940136,861.1632181044331,810.7919908741678,759.4469721173821,734.0856948554259,827.9067311233357,807.2021886803997,826.1267307434406,768.1672782475748,755.9387563806592,779.8211628929207,812.8996487381256,793.0986378180858,836.7191770019601,777.1635334152609,819.92984925405,728.8580215188672,791.3181694662818,807.6206622731273,740.0077685421753,716.5378726509499,871.930734158808,802.4442711318006,831.546197059854,792.2248312250548,810.6186587806931,870.667140704112,761.8624103172074,813.8298751181411,768.6345046045151,800.5418508023521,802.6699096646003,824.392287010132,846.8706440789962,927.6201747679478,806.9230599365403,910.4894836069786,712.9204387750927,1106.6024668111602,787.8919345569515,1158.2288633030787,774.7758111524074,1134.274475521265,770.0051351439731,855.6270972362684,830.9632151467033,783.1862802607031,797.3498639054473,795.7324839007406,839.7364250576967,819.733526744098,762.5249532512538,719.2705233710043,840.3440506406214,837.0462234216926,792.4548807857782,779.6180072339926,771.5048165788335,803.0901653684529,830.8896468108238,817.5879435810823,763.5963284437464,867.4150413580267
Aggressive,772.8045367731847,847.79101778123,742.7812788816731,814.3468470317048,828.8103910825873,715.9620341502996,780.3692115794837,767.9515460555159,829.9515071148461,830.6672945646611,794.4965410607047,812.5217932211825,880.3618443912727,755.9638784791948,797.1735949782998,811.1746885519836,788.9197089493034,809.5822474034983,835.2989694454702,773.5129065019468,804.6795293667249,792.4915921374816,798.3439342260042,788.7340340299943,829.6370557121562,828.9467465690194,800.7608502977689,790.1766341146881,789.7100627328098,811.4690513211199,815.168110766005,824.2594904865866,869.4475473259956,809.3590024332536,795.8041622357293,747.1046467936719,800.9262833010514,784.8510850109947,759.0283306217527,859.2880758026736,804.4268435003052,814.2069339617664,813.6783449860599,833.7054335405435,714.1127527725466,799.6331251049597,1047.6456994955468,757.5996946824187,1089.5555006393283,759.3927993941732,1040.3602012021279,775.8441869427647,831.9496164425656,783.5704474495595,778.0905293524429,792.7451830907377,839.6926409147237,744.8307948656163,793.9804576406726,816.496702209302,833.5132819623908,891.3063032745596,792.5625078736919,767.2638006732219,735.6399197558538,757.5721784035748,815.2270219122294,774.427087153913,747.444381842375,819.9256784590591,831.1813622000393
Aggressive,776.7035033662023,710.9215090574355,736.5536532490772,866.9096868427757,779.0036329517059,692.7803508695134,745.8804693766094,797.5366585378011,769.4370492903838,820.9036461775579,720.0758236202371,783.1436270990343,811.0235732819325,733.5626822516325,772.977694702464,765.8242352418192,758.804695312912,806.0673167480185,854.9491978684812,812.506269566832,776.0754751979214,881.1867904255633,751.672725603719,752.9161121562306,754.3740559502259,779.0903893411989,841.5661265551507,869.3668702512036,866.8974564060819,793.7786583247221,807.2384887855123,895.9591602372287,783.5076174042288,840.9613383275284,829.6865479702902,807.8748900785996,801.6326265216787,803.1486941079801,821.9941296518552,862.6828733715006,766.0482861050788,799.7449058642768,860.3559339879919,766.2667419369136,693.6385346140922,758.5356612843758,1082.395712392042,771.2798896113683,1076.4015343231447,796.9374845680679,1115.6106915466958,797.3552774555592,798.5348403258364,760.5549382925548,833.2833585945552,818.455070382936,846.7501298849751,788.6001081956928,792.2451327621458,752.5182091586729,824.8872517219651,830.6940467000194,792.3980676627365,762.5952156560991,798.591725918931,770.3414716332122,803.7450070026297,855.6125627659327,880.7001183001387,729.4092256451851,842.3525484488007
Aggressive,751.4586907547163,772.9093100379777,854.4910173773852,818.1993016100507,790.851735282375,777.551639085724,771.5669159681172,875.1945739717353,793.7147353441202,833.7363613866224,682.1542337591636,797.8827623451189,813.1771521701775,820.0529200889,833.1354240125293,726.6813318817157,774.4233537039687,807.3918767257117,749.0618264501215,801.3612979133295,787.1201911673177,846.6137079978695,856.8261548330727,822.683334476699,849.3326618671213,780.7543598331861,840.9913189051101,825.4628397060773,860.2659519493726,843.1250164339942,716.9628800097994,834.3631561270872,845.6757769217538,801.3045321396714,770.5456070565505,775.6853012145464,751.3197201568104,838.2670788584142,838.7448548605943,819.4846391062681,843.7873929963192,843.8581660363521,760.736867233095,783.0202884962423,855.3105650280273,774.1982077578152,1073.514398825986,855.9324471220398,1054.0818250149475,833.6284394051147,1103.7984062585979,789.9428206634913,817.1323724896147,773.5728832706967,770.9680930082666,794.2376678477947,779.8650998476144,819.7106303063105,788.8907514408687,764.7077702053576,877.6341145263597,811.2905953346739,860.5976177225637,791.4305703909719,769.9388903945386,764.8803028557646,810.1287948733828,783.0518431217063,820.9788384598019,774.4136131279749,806.4925911773779
Aggressive,763.6920931971101,802.9651847645916,840.1848230646411,844.550852892284,812.8791141468129,760.0438563211892,769.5805050958337,750.9703271229381,778.9041989411785,793.7658077504813,770.8062995554767,811.0909462230896,773.520409169047,817.7360668349136,816.5886774239073,801.9816979498124,843.133423147791,807.6099815453739,789.221460823007,804.9784745734614,849.6428091936415,778.94417597996,711.9077844544391,885.0839226131842,813.346910349056,768.3038302661627,805.1751150534598,786.2850176083404,739.3107902674635,806.871580308032,772.2961886371542,779.4724050164161,790.7253243254858,778.3521474822214,815.5602793705342,784.4040311732343,861.2290553516399,742.9902421349518,814.8949108254976,747.1602271008657,809.7462616845066,802.1958821290398,794.7510192253251,817.9291003072916,725.277327621896,860.6257269598111,1110.8677446122683,815.7880969076082,1094.606761619424,841.7218062645758,1124.501804874887,752.7991807474331,831.1467624314789,752.6973346806336,846.814152600616,784.2169031673609,761.1512759725009,783.5964714668653,855.1297522886617,832.989924092265,848.8528781323479,744.8470474316434,829.7168036451175,784.7910918842522,791.656979420295,857.5877485508316,800.9066193578498,838.1342860949991,763.9906872044528,859.9489950547737,776.1861738233781
Aggressive,795.4184861830997,823.916701462121,810.6944066422221,742.751083212816,817.6399947358412,713.5322191401876,814.3530625644078,811.7084934427072,844.9495574614225,790.4732451211986,833.6531887158616,757.3803713159942,851.4250561805228,815.6361457896403,736.7710771015219,860.4330210820256,796.193731747465,797.8917440004914,814.0694424425768,758.0136583243072,864.072669920812,757.2092312900548,809.27338869468,796.8959864690783,846.8752930756797,745.3028244923573,766.6607520726213,858.6015491845847,762.0170378585016,818.6255890173526,786.8534665485056,803.2024621284424,839.9046202677059,851.9956445432458,832.0152167027244,813.6612476831964,789.4387138374829,807.9317439114997,827.7228910571023,763.4068698593438,765.2079478282034,829.8738047709187,786.4050484086158,780.9705914869351,732.6828830969969,799.0355625126101,1143.6546136402615,843.819246951418,1186.1733632537473,813.7476624967674,1169.697335339869,792.2663715123716,730.6940930019374,789.6321845687856,787.9463763285796,809.9728280028576,795.4275562214677,797.0035406714098,834.6787341758708,780.7499629851309,751.9394143396588,822.8511998410412,778.3179373469911,796.3479452136856,832.5790176185172,842.2784710503275,851.982514835293,783.3184729494097,850.2604682019049,839.3739453795301,894.3971876295499
Aggressive,770.3531110594363,787.1065623290575,776.0500410464867,808.9058019545,793.3303666691602,842.9970828925111,781.5748125000148,795.3586024715435,736.4181208044147,908.8192184596329,768.387248868465,825.0127544945265,793.8737679489013,784.4163324901629,772.1764629227696,808.637784575291,804.5288213652523,855.6891032381322,848.7074043119513,770.2522749831219,773.2981975560169,791.1132583570951,822.3578679298691,740.1047471361802,809.0871354832973,802.6098045248732,794.1396639983922,893.7287104057402,748.257725905846,763.1437155112303,773.0379863622675,782.4002779734913,787.3198380307151,869.9953552163503,859.940531844009,777.0263826279826,815.1732756364623,755.4455175031445,753.5280254079676,741.1009095302974,802.4932573731387,780.6993863697712,812.7263860099179,786.558751071334,813.4865658576625,799.2733887410126,1141.3714946998393,816.8492387778986,1035.5530345976213,780.7327630210011,1065.6276501894345,832.9892405402531,749.4192419267581,860.6260344330759,800.5437583721035,805.1909783115675,818.8868661159211,843.0473292503601,805.3095711667079,837.5332627660167,820.0022298028342,800.3961318543426,852.3024311047589,781.0680966275257,854.7869345850858,750.9339112756353,857.7553435288902,806.5440054219247,844.5656508002838,818.7646892158681,798.8387749773999
Aggressive,809.7612305190149,820.1936835276548,734.808497779934,832.2441815356685,766.5900039906895,774.1920726379426,740.7390282793625,769.1078088278437,750.9521486310242,765.4664577176566,770.813523137975,812.0552955795224,781.9414651932989,888.9124407145816,805.1975269684642,758.1168671299113,792.3108800875464,818.2834175302698,794.59965868306,768.7928417953735,656.7091117771408,812.9965741162279,783.6093494432245,777.5024633678655,804.5746184223176,818.2172485517993,768.2335425950422,806.710938567301,721.8107394490785,791.8975735945011,842.0057205762953,766.1764682203262,724.9988865827061,823.1955099640325,771.4269949842161,818.3790050653542,759.9661847303869,876.9172573835635,802.0990855159368,752.3232434179389,814.3734412345701,763.2435564285518,809.0375247160068,810.1044335014041,836.6759340939591,856.0452179957936,1041.9868925770934,820.1311878438665,1102.7464095387213,806.9757338517666,1072.7165695893536,820.5881101340126,793.2224222729798,739.2040858302962,751.2276866367197,840.7376090165397,801.9603866064696,755.5646495619922,836.9169761301067,806.3969843540872,701.3068644956658,832.0678041499165,745.5402899651114,874.2410959008,722.7443936977284,792.7960780606338,754.9462348775212,765.5056249530674,752.0691087557185,865.9645948454445,786.7810307291246
Aggressive,766.0499170863336,754.777673880793,882.2308370820315,764.0645797190704,818.0517921112666,833.1552791848733,812.0675564729984,798.6865792455488,797.6506549365193,812.5440262943481,867.8876674223759,816.3726603764103,770.9725142484697,746.6295497932585,836.7838545010599,791.3286539344571,834.8091375113754,819.8041277677786,871.7594330074849,773.0653662659081,774.0178814294278,826.6411798408208,800.2328840899628,845.8453703975265,785.4648356254829,770.7212321238965,827.1944512240003,760.8843689456988,774.9815331105267,745.8214321973096,799.0811625331332,774.0872473719639,774.9075959518561,682.31387022339,712.3584185997287,809.2522444404644,847.504589203517,736.654475935753,835.9569784551101,763.7225444510551,839.1132560927285,787.5493942664409,816.131213223148,763.5914426612752,825.1614608140684,755.700865649931,1104.1518454160528,820.8635374670023,1112.3255442083382,732.5747213960585,1188.3306974078919,870.5596116857023,742.3064477830658,846.3439356467458,838.5771751887088,817.7804101677035,841.5495428327862,781.3337352622412,821.9262605027296,844.3369891124626,828.1255704491975,815.1164528129368,763.2344889136028,810.0542341502351,762.0927546829646,798.1804781110279,775.9969208535246,793.406933701251,784.5719096282746,875.8552274535953,781.2217996524598
Aggressive,798.7573175805923,745.3206333438632,790.837105583809,801.3428975229195,768.404686926576,846.0062675139839,821.2412070487924,802.7341260191913,758.7609457030243,818.7022685462383,842.7292464082102,848.9771411952221,837.3098933315356,801.896129523435,806.3285097719779,788.4831991674633,792.2083846813026,762.5494231164067,782.9524226104,779.38627403832,806.5743323237904,854.0725359497651,736.1848640577846,816.6282797269297,849.7684330751514,788.478698736337,872.4443233315759,808.6167362522364,766.8390861148822,731.327458535718,751.6886195608832,823.8801666293393,765.4342810021798,801.7268534233422,795.5850672417455,797.1386226476432,842.9461687607075,796.046337309866,797.7356115947683,766.42914203598,851.3330269526301,724.495888423993,789.8813103439718,844.5772557173375,796.3495677239747,780.3267061030473,1090.936696340323,852.4393408783718,1169.3086443260668,832.3502518794206,1019.1809624291064,735.8084574638578,769.0508126023637,772.7586874520966,747.6424778894362,758.2476969557464,750.7182287473909,810.8534127686834,854.966249787334,817.4758460906348,805.5722499387091,810.8442676271736,739.983543004018,769.7043745669872,770.5106254693352,825.6172178721398,747.4355344482902,748.5070386187912,789.5366378842413,716.44098841502,829.2172235923379
Aggressive,735.6606524866261,763.174734623588,778.0539463221654,759.8436029379786,788.9234067888484,730.0787589782432,775.7921874734748,774.4933171976118,869.1518086490744,834.8809194744861,805.3881506142241,777.7950999422347,834.1008921180652,804.2266236589254,810.916565395046,777.9067151238107,777.7474064592864,756.5119748434886,817.7517894613344,768.9255518719166,725.7926814158124,788.8406356431793,796.2171725102778,763.8197947037197,822.5787284963544,808.1057865545331,847.01282000326,852.4759470100706,756.3488804994685,842.5023139668409,799.7696606402226,828.2393108785167,814.1502834030332,872.9712330077193,812.2403813506256,808.6344224740859,836.2176006127701,858.4512126904134,781.1261817470042,810.4810572956633,812.8195676381976,797.9412125204528,683.726095886921,781.4741849635734,725.5068743783542,875.7461741298,1206.262086200217,783.373928310582,1099.4552940801254,719.2143821730806,1121.4647715606313,831.7768133185509,749.7246305468343,818.9508006366473,734.928542865042,746.1222249605379,800.2381294514533,834.6475395954742,808.7316087999507,746.739196216641,715.7780477235818,826.4290999918998,827.39523077965,762.4801212321996,777.7456289860127,787.1492980439515,780.472521950988,771.8009020539454,823.912503261137,775.8698229704186,739.9174733958679
Aggressive,844.977618705951,847.6019581282466,769.7720687550578,828.1429550084499,834.1717944163079,846.9611134572845,793.2182595882643,791.2438258044632,806.0285533824557,824.7479832759151,780.3102686607962,820.3937106880649,834.1107526386558,805.128444265958,853.5444710373877,803.1828591554217,798.0853494420048,822.4321685167331,763.7798265446896,822.1367567822692,826.5376240550346,801.0953979355031,789.420878253814,745.751640307194,812.3456327618218,727.8392248889456,841.4057938787083,783.7232293196457,759.505025785373,785.8641498977573,856.3158610990457,856.1176134161326,846.0081895261518,786.8868709671541,873.2078350578279,799.4620236449086,815.6013197262178,773.35279078888,798.3657840106597,777.5070287330831,855.4874720332484,810.4787236849838,763.9348448713466,802.1815730537442,833.5087914955169,843.8250516357299,1080.0176513442684,811.3147908010861,1075.2610298268057,834.1625976670343,1075.6953995955337,778.195691973256,863.6178240450483,831.5512830321663,777.6537798381545,843.818528361316,763.9007308016131,832.2437810557968,778.9348755962767,810.4463613712988,754.08720568746,789.5832058765535,732.2916664649658,769.5967303703706,729.0337644915159,774.0854951937058,802.0349284911223,733.1370232435185,809.1772669927784,803.2185406905433,801.3544302599422
