Class,EGFR,HER2,AKT1,MTOR,MKI67,CASP3,PARP1,HIF1A,HMGB1,MLKL,GAPDH,ACTB,TUBB,ALB,ENO1,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44
Tumor,13.763133432064848,12.750961828898973,10.700101929246363,15.04518667927124,,12.167033076644,9.262204313736753,,13.054672874444048,12.029723262200996,9.588079032955068,11.720003595563174,10.371208408679383,10.024468509013163,13.724879427918138,11.612196292425105,12.830214597624067,8.406704755657106,12.696420570615707,9.765469465852073,9.746111841690423,,10.768554135918775,11.58265754041198,11.325233720145983,9.020158599127374,8.505279252551217,9.713079616445333,,10.133584021347685,12.05035853945495,10.27665002446091,13.955670023020131,12.168725036558843,9.547880225149358,7.336746931374049,,9.576327247659707,11.393225528189692,8.999181109934733,12.397964714263061,11.271657615348328,8.369342518796199,7.067662983101714,10.283049643495161
Tumor,13.125944560497288,14.76361919885785,12.902698722070312,12.126179246249782,11.582831111492496,9.171819922622182,7.5532418046768175,8.93112725605803,,10.470619257989735,8.988968765765325,10.40812537560894,12.217049132672388,9.58272042897498,8.081475237082598,11.17840936099191,11.638030323153263,8.95532399908295,8.966436813499264,7.025101614839887,9.308735981575174,8.615913537813059,7.715639233898399,9.452833211344707,9.992599112948673,9.718265632539579,9.514171654277517,12.286531267098717,10.461129791237056,10.976092490132135,12.71595593382154,11.480350998325175,9.589604195966526,7.2204927666017635,9.44301833291348,12.183203784903794,11.469770279693517,9.448936402496907,9.88142724290182,10.19172780569289,9.076044320371608,9.165815803870508,9.026668306368776,10.738506428343303,8.416187047063923
Tumor,14.760744336374849,13.709824498377145,11.764212811856678,15.541882204757911,13.670607272483617,,12.05616058588657,8.687227390232184,10.315099112240375,13.79308348738553,8.832761925756405,8.095024330148217,9.415042437517243,8.477932893108616,9.088651883841889,9.00821161649122,11.074069207169025,8.05510273388596,10.196301287492926,8.852582386996607,10.82497856364819,10.988295693382865,11.338918691266443,11.338647745246522,9.068342583011242,9.993466503755371,12.204474882968773,10.662851482820527,11.331100466043823,8.17446037950019,11.430410376306284,7.170862378205392,7.706490890955228,8.650879112262878,10.638395214542687,10.895113678416596,8.77889996899836,7.112944672928684,11.43024015328002,,10.641699863879843,12.889987664518204,10.225028059539856,8.51214381500959,11.99315006181699
Tumor,13.94181771700083,14.348432197118637,12.24013736141272,11.197077966496463,,12.280945119205906,8.400227334503828,11.60426925882472,7.226404006412997,12.401444732463222,12.558598493627816,8.464360641749895,10.118404517910289,10.965777878827273,9.093839148915936,12.824112257310997,10.03241714718185,9.219814722558061,10.118233000003968,8.895657516741203,,9.325338654714429,8.831454210386001,,7.461359629102552,12.64418498307903,10.34558375561233,12.770714492794163,11.443011537395627,7.984833088197999,10.106083365101082,7.307210458042368,,9.794788657780211,8.942355914971648,9.285306648240667,8.999371119796303,13.3435994085845,10.17828251566174,10.935195888503653,9.922315365642968,10.506075222085853,6.916942549107458,12.50606125448422,8.917297431366475
Tumor,16.11341314055624,,11.14131646579865,14.330703549580916,14.300418379570262,10.16470080747155,9.998589728205822,9.346288971049066,8.92923694412276,11.587060352354413,10.596638716318706,10.27798248834672,7.59832391847148,9.61497109011118,9.91626758116644,11.261170712476753,7.3846701933310435,8.356293020944857,12.69809690294098,8.803925551298805,7.222665562405984,8.952743007288257,8.809276834007091,10.976690591023438,10.958262254110892,8.545957284929067,9.431615659695266,10.805405639255394,10.85567166122944,8.448112280262428,8.613875395839841,13.174498515590257,9.6104247189022,12.240172677608346,10.342916489057735,11.642537405828923,10.937929054992109,10.256493270835625,10.23874285213473,8.13894265333716,9.749987427839963,9.216934661310976,9.508248714757933,9.44565038219066,10.243598802633592
Tumor,13.086913151404618,13.629800031251303,12.770797509495308,10.293642066701016,13.287520797434519,13.785055926495323,8.197912091760166,9.367912869880861,7.278414270429126,10.342670909661804,10.024806040017317,10.18857931516188,8.632666829351367,8.857445128764965,10.081086236361271,7.895789749751594,,,,9.346312140992072,9.249927873618352,7.5914102190902,9.933706397566844,8.187918059802147,10.210288251700279,8.860772288353056,9.924594345591853,7.282978771414321,11.368417295464326,11.644511521161908,9.171874978879966,14.202115567328768,11.141073450063361,9.612671419895806,,,9.113892169623355,9.835195894106839,9.93436130418285,7.893952822295095,12.032116350425209,11.180157161006354,12.770859152306482,10.551835752439363,11.570085028394438
Tumor,9.830598282037707,14.584089465839469,10.889438510166183,12.312124985826523,16.974416878946183,9.475165864102543,9.971295277322637,11.05291146582854,9.941818475332461,8.46785206201169,8.504888421876785,11.202209866572106,10.447405348745122,11.254570814250018,10.881072787431894,10.090691517181048,10.01979579795105,10.145142395255233,9.454495973790676,9.471902027925744,10.752990146011502,12.161054037956943,7.4862747846134,13.581244484311407,11.038941263718169,10.6532577111559,8.48753407481225,8.932145608090226,10.916930216109275,10.376292639058526,8.0620876215585,8.706854434382812,8.89044651470602,8.762202801770009,,8.463991894092752,11.168459937177156,7.772000693647525,11.464281456830797,14.589559406626982,11.168129178629266,9.184100428674302,9.249650775438479,8.314727919330407,11.617580151559158
Tumor,13.130294486251213,,12.208971955496708,10.796317104892422,,8.497259473343249,11.250807987144507,9.162695195095605,11.188744206046703,9.613957016635768,11.424760408352485,8.811772565009015,8.898085796777679,9.3169997665206,11.250637710125044,8.376661376339799,9.135112551401363,9.625089006181128,10.598597780941601,9.405677264083357,10.86644608801896,8.878272254621917,11.483514586726146,11.134769380429582,9.140708540392835,11.080890839314531,8.362614383117142,10.242646180360916,,10.469971457147707,9.745273699368962,8.861351926191062,7.64275912298426,9.675761464330412,11.78955932080523,10.426345990365029,7.654254273106452,9.64963293246684,11.782661796152372,9.53523707314086,8.54062684695043,12.620954142017888,8.37895724131151,9.66061529578034,9.077413823584317
Tumor,12.506008568752442,15.341039783718767,10.526186545566734,,12.794939891367653,10.327362693047132,9.656797672823425,9.538959781525659,8.157068129761539,12.775387928158548,10.957593726399244,10.00885265842643,11.464301831027754,9.693987773644137,8.778360053135309,10.518980624362033,10.20850943042978,12.522729297626176,8.894397195016904,8.55579817791207,13.151861667204663,11.776789059940867,10.955047205390105,8.974651469623918,10.626583616087244,8.064155839900097,9.229893796443099,8.254805127944081,,8.212941444441176,11.043854829235947,12.681131578302479,11.464449554897769,11.12372126768831,9.495718885830787,10.28827423755226,8.391643290227275,8.051232389568456,7.820668013427079,8.169793677835216,11.030764609429308,11.195149438740529,8.647707778584568,10.4403851709392,11.712934740803686
Tumor,,12.43928519143219,12.109860458560053,13.043647435845015,14.219343698095894,13.203584135788503,8.99864874919595,9.240792615921977,7.891995221256553,11.608583188491071,10.141352617590979,8.649669214226265,9.462060002436017,10.72818720986308,8.759772423321547,10.51340057986428,11.349206893253534,9.349678469601452,7.20768569342464,9.594345529412223,9.244228506163324,8.131929260972203,10.880152859141598,10.938493605004052,10.327308959541684,9.349772075840164,10.202682228753876,9.024863946829814,11.027129011878808,9.34362071170701,9.621853684916788,9.746794816552821,14.90083026437772,8.470504187572372,9.294343729614097,7.596761112911113,10.381282868481101,12.59672587129671,9.656394035149745,9.036649758936905,9.908810289297062,11.552075116037283,12.072184556910901,8.429360248754428,
Tumor,12.164331561760642,17.637579575351175,14.600434771878001,15.301578981802908,12.287248001812312,8.7377541957404,12.541646390351836,9.844059460466312,8.845855965050424,7.955977367115874,10.20954599442551,9.381996510424116,10.585496055750198,10.28527513833242,8.176588964839777,8.773745050158675,11.416947653672223,11.54908783600372,9.442849062055128,10.264074530878418,8.438886963407725,9.919477504370173,11.65800203429639,12.502458495487502,9.811570058985799,9.528704083064714,7.845328396346096,9.102293030818286,9.897272076887186,9.73842607230609,9.148761512837327,11.780627318167921,10.62101856967688,9.751692398870988,,9.960992113003185,12.328567848712748,8.807643657253106,10.49232480783175,6.811628650212608,9.412430876324601,10.227847760927306,9.518382511877265,8.342167591544746,8.958603703166975
Tumor,12.613944726239549,14.574692531191342,13.851767713423342,13.749069472834869,15.683568842409242,10.342984144415603,6.927147132724261,10.49974735892177,9.924405739682562,12.066090987548128,9.974541236628278,9.620264236974855,13.10941224598888,6.841443005369499,9.483596674003092,10.39855793654639,9.40092201096018,6.848792618786396,10.606130567241484,9.313013789927359,9.79563940856938,11.888285666936017,,9.069948599541707,10.590384837971456,9.36330655558679,9.544655386199924,11.135990023158557,9.03740947608606,10.842350102309837,9.654845479576991,9.23808320811784,9.243296620522777,9.07902071682911,10.133895909886247,9.587890047040348,12.054265213612423,8.66930766580789,10.814675646873686,11.714917603055618,12.595188993529161,8.782338749161578,,10.308851060200519,11.578362116415876
Tumor,13.427597196127172,13.172223397381906,,11.546857699391794,14.061753223555737,13.742347119390466,11.003320840452973,9.473315887939659,,10.843827830245694,9.720761943601945,9.726062274992008,,9.929408208893243,6.212489813239438,7.347386810798952,9.474537390464963,10.99041165201033,12.4170396899809,,10.801349271323422,10.169272614152495,,10.32007533154146,10.558919021614168,7.654546007267795,10.39444209970129,10.034899595385486,9.375788862985054,9.486219893299058,7.999223622329174,10.80863011882027,10.352485300266038,10.103812373633549,10.34500158148169,8.13067808921831,,11.414634602404902,10.930922523591288,12.22677625570287,10.316675856581313,9.576270643639718,10.41073439539976,12.2904010633837,8.658273640683138
Tumor,16.400563939514385,11.367268813057263,15.613430775829595,13.113052582706226,14.496801419577018,11.571330667502366,,,11.575382031575362,12.772922796880273,9.753035076182877,11.02290882046734,8.760414327499895,8.647268402308779,10.161024257771649,8.908512166780085,10.14433029767231,14.545477219819462,8.941176940627628,10.51233297164683,7.362361086028292,10.784949354765304,8.941885799768896,10.438958329344484,10.39883806444494,10.208666980780146,8.578834004640667,9.574239413978216,10.353576717868773,9.636043651821476,12.104961377406983,10.061524455115217,8.510694450137674,10.647148629572348,6.329520525466355,12.942323084866013,7.4188243635338065,11.344691380255364,11.111181989907895,,10.839188003150587,8.965777409764831,9.75185715136856,10.705597413267563,9.927501520092743
Tumor,10.675989333765429,14.447563739900351,12.334064871029554,11.824270404480611,12.75454280613917,7.982037396869678,8.31358637959312,9.116206054920212,10.615495129818392,8.606295901925765,11.783890384266863,,10.546567511940012,9.502497368143892,7.6059226564062055,10.797878011141078,8.916695078317861,7.76216137200713,8.747857180987124,9.880414305661029,,9.495819102996563,11.512485854576074,10.047960979907971,11.799061877620613,9.395269206403105,11.729726314672014,7.987538535186487,10.899813130900043,9.837592421961483,12.032302566407846,9.38140931699,,10.76002427177211,12.470779284309481,10.354269957786913,9.936848981194757,8.17756189913452,11.420357042632297,9.922589826377042,11.051215028639398,10.295840096281298,13.060013038159113,9.163876523564419,9.218753861038598
Tumor,14.434485798362111,16.14073075457181,,14.236357949972227,13.100539183584258,7.9789684935987655,9.758696864002305,10.415194659017539,10.416004775304952,8.863390126383164,8.350983380820505,11.566287628655967,11.331027300656755,9.65159489689186,11.548702424700158,11.409217479520876,7.4824154588708565,9.844130598965151,12.007978937676613,7.614622143633284,7.823935817776037,10.939923698847817,11.938516767046437,9.58013422240068,9.295902761206294,7.451333010925263,9.552560802309445,7.792056368428517,9.468031865458343,11.966165068739631,8.058330355886564,9.621568982715727,11.29148893404255,,10.611840780684108,11.21529190918652,10.117631636657737,,8.353072599514942,,10.243287349691316,7.147647826976453,6.630395035352338,9.77020827775908,10.568222221346282
Tumor,12.67997297736823,9.033315852671102,16.10707640896073,13.679567473905415,13.381568402384678,9.042023027370039,10.397510908141935,10.780582003931913,11.506783262186422,11.379964963626172,8.799938979279869,9.826330582853283,9.215184181526032,10.214442475010443,7.843652924856794,7.615145494866743,13.578467288786925,12.903018046970391,11.748868932619452,10.726331738528549,11.163198431499401,11.167277313315743,12.482031899826927,9.261232164152155,8.86356262567033,9.977210091736518,10.89328540869316,9.617736617907513,9.171041531548497,12.155853901237908,8.744374646059692,12.20298462064149,11.444755326790313,12.867927853561683,,10.555349752519936,13.117716094260686,10.75785207175913,10.59424778654227,10.290701762818815,9.348354158863774,11.139508130083524,11.725918805394375,7.902452652335342,13.83976422642277
Tumor,15.650032459656027,13.439125880650554,11.76629382342666,14.423358156114931,12.961983745455889,9.796099561522698,10.78473642761755,,13.285111629146783,,10.828574924124156,8.982040965852736,9.765635638493379,10.691890297374385,10.14670002894224,10.194063920708896,9.447953714772131,8.962708007084965,10.994650728696387,8.718574031398216,9.025569493042415,9.043169812735137,9.502864749046616,7.869613442624852,7.8926721872873085,10.814592819779397,10.831669540025981,10.466025448012502,12.06278443422434,8.676672621606041,7.412078366269998,11.177960705671893,7.379513246502965,9.794669329065561,10.417304894688257,13.091186599648791,9.17999466739105,9.29040147998298,10.99160370936744,10.902998428753598,9.48490243173096,10.277729444257238,8.894477707686619,10.669999873285272,7.609490312366349
Tumor,18.11329725716106,14.454821406674743,11.582516537743551,13.360246868920562,11.309682117295154,8.772023552164539,10.317497907223322,12.08738741213906,9.848243421574873,,9.079149306235507,9.177815845620099,10.13338799577036,,6.700638490766719,8.612587617685014,8.338766198936739,11.346145158158327,9.572479562228882,7.002083392422986,8.69739913837231,11.762033953984055,9.101310400688426,,9.744554076367823,10.338406691359248,9.785918191138693,11.534725641683666,9.786014571788906,11.011397271068722,10.295031292854874,8.060498510235039,12.677951149125779,11.733524287241035,9.149831689279127,9.833312120411591,10.92278923352227,10.270040733695621,10.160586910150919,,10.530197381903536,10.537024683733126,10.137031510479478,10.958349591261408,10.314529389084077
Tumor,12.875776854472807,,12.650762575169724,12.693768022955599,11.82557039694342,8.74237406386651,11.712556268452222,10.855964355526693,11.376341821418583,10.29650383527409,10.596230219837535,9.781373515406134,9.959909670754765,9.374826920185221,12.000586570986602,8.932287049608389,,9.765039437666504,11.427713178015454,10.341459885095999,10.692250350974385,10.311368132565315,8.5117471128561,10.825543658847856,9.851206214251622,8.857910940016387,7.883723663118744,,11.146133584826,12.642810755612448,10.177594992807293,8.504906033721328,10.624569204249905,11.616075125174929,12.881849644886545,11.89617268834861,10.336404612370238,10.862616584418618,8.916083463526732,,11.400960562993543,,10.21401828914061,12.235131632271967,8.99314954026915
Tumor,8.797135598265044,12.23921505943218,13.638358772499512,15.49265684306279,12.20452312240563,,8.352633948907268,,9.912205641435202,11.27876093675205,10.660901826374188,8.885404160557261,10.384199276009392,10.135632968269043,7.503823366173383,9.371304685089166,10.090096555315505,9.829946958620306,10.473610676640764,10.117525798499624,10.511029787213026,10.250305323775722,9.965158125955066,10.23931535955467,,9.376469262432755,10.147599594658104,6.98646072353571,9.443741785937906,8.940741766459134,8.755427375277714,9.527162603302683,7.989500191199285,9.534324990311434,10.346989141514815,11.575630595638039,13.298759691493748,7.257174140095683,8.599129663533631,9.53394040190722,10.20740499999869,10.546807168643854,9.084816189658875,6.208482403972423,
Tumor,15.32761051614015,13.305461590977867,11.923764728503572,12.982657421968753,10.11581985106561,8.394440284963594,11.79138610659928,10.0463708235624,12.803921930481117,8.537941326710817,13.82822065087571,14.043067208892088,9.032619418194598,9.318349781095828,11.878002869412576,9.155834214959649,9.60158913506767,8.900193333111094,8.940581613435524,10.176949087347163,9.58957455677713,6.866055160651474,12.161632695603611,,10.76859395061092,,8.596214547918093,9.307203672745331,11.63373871690266,10.896879785190613,10.682922075063935,10.746671808519555,11.593738456747534,11.368736389820082,11.034108506399447,9.477627707837481,12.526566178182499,9.272621963328442,8.696858563872727,9.154319349917536,8.213168730984208,10.875363873228546,9.979655256099795,11.692975343280375,6.330434380013147
Tumor,14.389977401050432,12.954043733449332,12.092756301095552,10.677715533113801,12.598239392645775,8.852933147803327,12.279511087632654,10.940598761606179,11.472144329677853,7.389462671377084,11.328458990797387,11.187074099933255,9.390521989846235,9.720342281221246,8.525872694651374,9.538658010226664,10.846938454761851,8.995987312787825,10.054173855658677,13.81843779366855,8.531803110094895,10.49820450352523,8.449277807504398,7.771771896460883,11.198941848702896,9.389691460255065,12.399067795047376,10.851795077115543,8.82129680992968,,11.08091201523562,8.420638881296435,8.378566336017226,7.4211897581658945,10.935083072163312,8.78556532356213,10.53957434441899,8.046632056606462,7.542507833634729,11.079655259225316,9.762230493295087,8.982695772874687,9.27031880533319,,13.051402856701705
Tumor,13.737709001324951,14.184656017132543,10.942243987538273,14.497465030530288,10.633341144502486,10.778027342949104,10.786142290578665,,7.047233156006543,11.690866513738685,10.530713182657612,8.868525300809708,6.761185939915,9.39063782774351,10.280243191738277,7.719775415883269,8.723497587838906,8.10480961588876,,8.367594910789936,13.255385075580381,11.295529104125457,8.341647700723376,8.560092078177641,7.778650055300971,9.774506272800508,12.66274631523483,11.796028401909783,10.297040159283098,,10.827162562684826,10.419724365691112,10.649426378149492,10.296057163661542,10.667216437582743,7.869098233722541,9.819503930837449,10.3502799350175,9.34741943192594,8.128356527542058,10.007837771731634,16.221842575500766,8.765349985828003,9.78660995400045,11.892078187124309
Tumor,14.596054251328832,10.893551946076105,14.135449853638214,14.667433102905767,12.83339325737036,10.937438457302367,9.740392675183664,9.059834998879321,12.578598254365547,10.973997715082259,7.477300303238245,9.808417839673982,9.220767227565872,9.68402939903015,10.773935243111302,10.440107965873356,12.151113096805767,11.832775573062007,8.179153193312036,9.852529326603083,7.079817927063588,8.504969334571998,6.856620422104326,7.648007165259626,12.100154595573677,11.12906277429767,10.925589877556618,,10.919058950109692,9.872839645641825,9.115991112867507,12.543472919246081,11.959578348130039,9.67080661296867,11.145794725971303,5.813597366524976,11.221348921860708,9.248816050304647,14.068728920042965,11.72593430301062,7.040974113927511,8.93305015517545,10.090870935758646,9.936342014492949,9.86859140679934
Tumor,15.343664378538627,11.790151542380993,13.960171741431342,16.189401289828908,15.5605248085933,11.466607353352236,9.47540934846227,8.939012554587713,9.938059208043288,10.04267760396284,9.947007280853347,10.83444336054947,10.540999472394986,10.47836093768078,9.299883995920341,8.20159422915056,11.041963177222978,10.09103665469982,10.613215561194455,10.655083502327006,6.959780366536307,12.582266748493597,9.152346384552727,12.06091685533176,10.636984380028817,8.38214371295219,8.938542143823575,8.966315926806068,9.052585008810123,7.345966343795044,8.802307125577238,11.451072761496185,11.604633401823769,,7.190698157749027,10.946377652214599,8.38189289141723,,9.575749125390454,9.435296697836788,8.815369139878374,8.950904842026912,9.247090443213473,8.929018429303898,
Tumor,12.37195906839808,12.332324903929939,13.959908618588756,11.912661627429411,12.465404199154033,12.01652362513885,11.479950655114383,10.822327128288318,7.343002242913919,10.160575794779993,8.986791482126513,8.56523303182555,9.460467495700202,11.57061259265345,11.332416537482956,9.070728761010885,,9.367659949966818,9.639900223398183,11.4963338378278,9.905267504038504,7.364220315365407,10.20803443729305,12.724553218039336,8.950001890369252,12.32281385826135,10.926197230760721,11.76439051348447,11.313163081554034,10.266692094147308,9.080133282866003,10.26351149805905,10.349772926471438,11.457339420318958,6.623484616217876,7.855194639976877,10.354454985604624,10.499095736635805,8.699161587388218,10.535916870645108,11.01753356485845,9.70793664964732,12.144333569509767,12.424666633047071,10.18267716788946
Tumor,12.040619516126158,10.873611360444558,,16.671270807737642,12.062111019387252,10.925083535369524,7.189675715631353,8.8198407073687,9.21951849496265,,9.643014536753887,9.544057558316908,10.925165285075092,,10.935014132196677,8.81624779400683,8.082232748091686,9.705412390204888,11.129114663837637,9.273685573275603,10.770858894305892,10.418359600957551,,9.531121585149886,9.750264181585484,11.661883821275385,9.922433050805992,10.37647955287111,7.365030648389035,9.817126360566622,8.942353771406871,9.280738518129981,10.384808063358648,9.917636305065603,11.158243551870537,11.430975714709435,9.734198903974983,,6.949492840956698,10.471870546231155,11.579518609633638,8.63537248942882,11.133264362469252,9.32203954208089,9.134971263137656
Tumor,14.609990245069513,14.944235436501174,14.586838470379035,9.481983509199026,10.87682408637948,11.067395204650216,10.186614187386485,,10.905966538426329,8.75296704739734,11.825861376298697,9.681129640013907,8.776391242204696,8.874902775322262,9.877675170751546,9.360284560045224,10.7892390856765,9.93044567257893,9.466026854008758,10.530090258090015,9.205687822091146,10.73700095017474,10.489589229353365,10.427864215815331,9.46307827459636,9.055586213215893,11.213061207374247,10.921081465436394,8.488021439067584,,12.009565455942814,11.476011269973114,8.244968317349262,10.017833371632316,10.628506900626851,11.490454455899743,10.19068291760349,10.725790900301265,11.397015525522676,11.598541217805309,9.728847468986881,10.068338166200656,8.8629215786743,9.590306282266868,9.388881372008138
